UDPS,WheatGrain,BarleyGrain,OatsGrain,TriticaleGrain,SorghumGrain,MaizeGrain,LupinsGrain,CanolaGrain,LucerneHay,CloverHay,OatenHay,CerealStraw
Protein,25,22,22,23,43,39,98,86,45,32,7,5
