MES,WheatGrain,BarleyGrain,OatsGrain,TriticaleGrain,SorghumGrain,MaizeGrain,LupinsGrain,CanolaGrain,LucerneHay,CloverHay,OatenHay,CerealStraw
ME,12.5,12.5,11.0,12.5,10.0,14.0,13.0,10.0,8.7,9.2,8.2,7.0
