PS,WheatGrain,BarleyGrain,OatsGrain,TriticaleGrain,SorghumGrain,MaizeGrain,LupinsGrain,CanolaGrain,LucerneHay,CloverHay,OatenHay,CerealStraw
Protein,12,11,9,12,11,10,24,33,20,16,12.1,7
