FS,WheatGrain,BarleyGrain,OatsGrain,TriticaleGrain,SorghumGrain,MaizeGrain,LupinsGrain,CanolaGrain,LucerneHay,CloverHay,OatenHay,CerealStraw
NDF,11,17,30,14,9,11,27,40,49,40,60,68
